interval_start_time,X,Y,dateTimeDayofTheWeek,year,month,day,hour,minute,people
2022-05-13 17:25:00,10.73397929,59.91301053,6,2022,5,13,17,25,3566
2022-05-13 17:30:00,10.73397929,59.91301053,6,2022,5,13,17,30,3597
2022-05-13 17:35:00,10.73397929,59.91301053,6,2022,5,13,17,35,3612
2022-05-13 17:40:00,10.73397929,59.91301053,6,2022,5,13,17,40,3605
2022-05-13 17:45:00,10.73397929,59.91301053,6,2022,5,13,17,45,3656
2022-05-13 17:50:00,10.73397929,59.91301053,6,2022,5,13,17,50,3709
2022-05-13 17:55:00,10.73397929,59.91301053,6,2022,5,13,17,55,3749
2022-05-13 18:00:00,10.73397929,59.91301053,6,2022,5,13,18,0,3780
2022-05-13 18:05:00,10.73397929,59.91301053,6,2022,5,13,18,5,3759
2022-05-13 18:10:00,10.73397929,59.91301053,6,2022,5,13,18,10,3792
2022-05-13 18:15:00,10.73397929,59.91301053,6,2022,5,13,18,15,3801
2022-05-13 18:20:00,10.73397929,59.91301053,6,2022,5,13,18,20,3850
2022-05-13 18:25:00,10.73397929,59.91301053,6,2022,5,13,18,25,3961
2022-05-13 18:30:00,10.73397929,59.91301053,6,2022,5,13,18,30,4035
2022-05-13 18:35:00,10.73397929,59.91301053,6,2022,5,13,18,35,4009
2022-05-13 18:40:00,10.73397929,59.91301053,6,2022,5,13,18,40,4049
2022-05-13 18:45:00,10.73397929,59.91301053,6,2022,5,13,18,45,4073
2022-05-13 18:50:00,10.73397929,59.91301053,6,2022,5,13,18,50,4107
2022-05-13 18:55:00,10.73397929,59.91301053,6,2022,5,13,18,55,4180
2022-05-13 19:00:00,10.73397929,59.91301053,6,2022,5,13,19,0,4211
2022-05-13 19:05:00,10.73397929,59.91301053,6,2022,5,13,19,5,4212
2022-05-13 19:10:00,10.73397929,59.91301053,6,2022,5,13,19,10,4198
2022-05-13 19:15:00,10.73397929,59.91301053,6,2022,5,13,19,15,4183
2022-05-13 19:20:00,10.73397929,59.91301053,6,2022,5,13,19,20,4178
2022-05-13 19:25:00,10.73397929,59.91301053,6,2022,5,13,19,25,4154
2022-05-13 19:30:00,10.73397929,59.91301053,6,2022,5,13,19,30,4147
2022-05-13 19:35:00,10.73397929,59.91301053,6,2022,5,13,19,35,4053
2022-05-13 19:40:00,10.73397929,59.91301053,6,2022,5,13,19,40,4051
2022-05-13 19:45:00,10.73397929,59.91301053,6,2022,5,13,19,45,4061
2022-05-13 19:50:00,10.73397929,59.91301053,6,2022,5,13,19,50,4080
2022-05-13 19:55:00,10.73397929,59.91301053,6,2022,5,13,19,55,4073
2022-05-13 20:00:00,10.73397929,59.91301053,6,2022,5,13,20,0,4075
2022-05-13 20:05:00,10.73397929,59.91301053,6,2022,5,13,20,5,4110
2022-05-13 20:10:00,10.73397929,59.91301053,6,2022,5,13,20,10,4120
2022-05-13 20:15:00,10.73397929,59.91301053,6,2022,5,13,20,15,4150
2022-05-13 20:20:00,10.73397929,59.91301053,6,2022,5,13,20,20,4159
2022-05-13 20:25:00,10.73397929,59.91301053,6,2022,5,13,20,25,4156
2022-05-13 20:30:00,10.73397929,59.91301053,6,2022,5,13,20,30,4132
2022-05-13 20:35:00,10.73397929,59.91301053,6,2022,5,13,20,35,4140
2022-05-13 20:40:00,10.73397929,59.91301053,6,2022,5,13,20,40,4074
2022-05-13 20:45:00,10.73397929,59.91301053,6,2022,5,13,20,45,4056
2022-05-13 20:50:00,10.73397929,59.91301053,6,2022,5,13,20,50,4020
2022-05-13 20:55:00,10.73397929,59.91301053,6,2022,5,13,20,55,4025
2022-05-13 21:00:00,10.73397929,59.91301053,6,2022,5,13,21,0,4005
2022-05-13 21:05:00,10.73397929,59.91301053,6,2022,5,13,21,5,3982
2022-05-13 21:10:00,10.73397929,59.91301053,6,2022,5,13,21,10,3954
2022-05-13 21:15:00,10.73397929,59.91301053,6,2022,5,13,21,15,3918
2022-05-13 21:20:00,10.73397929,59.91301053,6,2022,5,13,21,20,3938
2022-05-13 21:25:00,10.73397929,59.91301053,6,2022,5,13,21,25,3879
2022-05-13 21:30:00,10.73397929,59.91301053,6,2022,5,13,21,30,3874
2022-05-13 21:35:00,10.73397929,59.91301053,6,2022,5,13,21,35,3891
2022-05-13 21:40:00,10.73397929,59.91301053,6,2022,5,13,21,40,3924
2022-05-13 21:45:00,10.73397929,59.91301053,6,2022,5,13,21,45,3942
2022-05-13 21:50:00,10.73397929,59.91301053,6,2022,5,13,21,50,3909
2022-05-13 21:55:00,10.73397929,59.91301053,6,2022,5,13,21,55,3902
2022-05-13 22:00:00,10.73397929,59.91301053,6,2022,5,13,22,0,3872
2022-05-13 22:05:00,10.73397929,59.91301053,6,2022,5,13,22,5,3816
2022-05-13 22:10:00,10.73397929,59.91301053,6,2022,5,13,22,10,3813
2022-05-13 22:15:00,10.73397929,59.91301053,6,2022,5,13,22,15,3739
2022-05-13 22:20:00,10.73397929,59.91301053,6,2022,5,13,22,20,3634
2022-05-13 22:25:00,10.73397929,59.91301053,6,2022,5,13,22,25,3580
2022-05-13 22:30:00,10.73397929,59.91301053,6,2022,5,13,22,30,3473
2022-05-13 22:35:00,10.73397929,59.91301053,6,2022,5,13,22,35,3440
2022-05-13 22:40:00,10.73397929,59.91301053,6,2022,5,13,22,40,3374
2022-05-13 22:45:00,10.73397929,59.91301053,6,2022,5,13,22,45,3406
2022-05-13 22:50:00,10.73397929,59.91301053,6,2022,5,13,22,50,3328
2022-05-13 22:55:00,10.73397929,59.91301053,6,2022,5,13,22,55,3250
2022-05-13 23:00:00,10.73397929,59.91301053,6,2022,5,13,23,0,3215
2022-05-13 23:05:00,10.73397929,59.91301053,6,2022,5,13,23,5,3180
2022-05-13 23:10:00,10.73397929,59.91301053,6,2022,5,13,23,10,3162
2022-05-13 23:15:00,10.73397929,59.91301053,6,2022,5,13,23,15,3129
2022-05-13 23:20:00,10.73397929,59.91301053,6,2022,5,13,23,20,3105
2022-05-13 23:25:00,10.73397929,59.91301053,6,2022,5,13,23,25,3048
2022-05-13 23:30:00,10.73397929,59.91301053,6,2022,5,13,23,30,2981
2022-05-13 23:35:00,10.73397929,59.91301053,6,2022,5,13,23,35,2925
2022-05-13 23:40:00,10.73397929,59.91301053,6,2022,5,13,23,40,2895
2022-05-13 23:45:00,10.73397929,59.91301053,6,2022,5,13,23,45,2864
2022-05-13 23:50:00,10.73397929,59.91301053,6,2022,5,13,23,50,2837
2022-05-13 23:55:00,10.73397929,59.91301053,6,2022,5,13,23,55,2847
2022-05-14 0:00:00,10.73397929,59.91301053,7,2022,5,14,0,0,2936
2022-05-14 0:05:00,10.73397929,59.91301053,7,2022,5,14,0,5,2896
2022-05-14 0:10:00,10.73397929,59.91301053,7,2022,5,14,0,10,2839
2022-05-14 0:15:00,10.73397929,59.91301053,7,2022,5,14,0,15,2819
2022-05-14 0:20:00,10.73397929,59.91301053,7,2022,5,14,0,20,2799
2022-05-14 0:25:00,10.73397929,59.91301053,7,2022,5,14,0,25,2750
2022-05-14 0:30:00,10.73397929,59.91301053,7,2022,5,14,0,30,2701
2022-05-14 0:35:00,10.73397929,59.91301053,7,2022,5,14,0,35,2618
2022-05-14 0:40:00,10.73397929,59.91301053,7,2022,5,14,0,40,2584
2022-05-14 0:45:00,10.73397929,59.91301053,7,2022,5,14,0,45,2547
2022-05-14 0:50:00,10.73397929,59.91301053,7,2022,5,14,0,50,2527
2022-05-14 0:55:00,10.73397929,59.91301053,7,2022,5,14,0,55,2482
2022-05-14 1:00:00,10.73397929,59.91301053,7,2022,5,14,1,0,2513
2022-05-14 1:05:00,10.73397929,59.91301053,7,2022,5,14,1,5,2471
2022-05-14 1:10:00,10.73397929,59.91301053,7,2022,5,14,1,10,2437
2022-05-14 1:15:00,10.73397929,59.91301053,7,2022,5,14,1,15,2334
2022-05-14 1:20:00,10.73397929,59.91301053,7,2022,5,14,1,20,2278
2022-05-14 1:25:00,10.73397929,59.91301053,7,2022,5,14,1,25,2197
2022-05-14 1:30:00,10.73397929,59.91301053,7,2022,5,14,1,30,2118
2022-05-14 1:35:00,10.73397929,59.91301053,7,2022,5,14,1,35,2055
2022-05-14 1:40:00,10.73397929,59.91301053,7,2022,5,14,1,40,1960
2022-05-14 1:45:00,10.73397929,59.91301053,7,2022,5,14,1,45,1866
2022-05-14 1:50:00,10.73397929,59.91301053,7,2022,5,14,1,50,1726
2022-05-14 1:55:00,10.73397929,59.91301053,7,2022,5,14,1,55,1367
2022-05-14 2:00:00,10.73397929,59.91301053,7,2022,5,14,2,0,162
2022-05-14 2:05:00,10.73397929,59.91301053,7,2022,5,14,2,5,191
2022-05-14 2:10:00,10.73397929,59.91301053,7,2022,5,14,2,10,232
2022-05-14 2:15:00,10.73397929,59.91301053,7,2022,5,14,2,15,223
2022-05-14 2:20:00,10.73397929,59.91301053,7,2022,5,14,2,20,260
2022-05-14 2:25:00,10.73397929,59.91301053,7,2022,5,14,2,25,244
2022-05-14 2:30:00,10.73397929,59.91301053,7,2022,5,14,2,30,212
2022-05-14 2:35:00,10.73397929,59.91301053,7,2022,5,14,2,35,196
2022-05-14 2:40:00,10.73397929,59.91301053,7,2022,5,14,2,40,187
2022-05-14 2:45:00,10.73397929,59.91301053,7,2022,5,14,2,45,184
2022-05-14 2:50:00,10.73397929,59.91301053,7,2022,5,14,2,50,186
2022-05-14 2:55:00,10.73397929,59.91301053,7,2022,5,14,2,55,185
2022-05-14 3:00:00,10.73397929,59.91301053,7,2022,5,14,3,0,178
2022-05-14 3:05:00,10.73397929,59.91301053,7,2022,5,14,3,5,183
2022-05-14 3:10:00,10.73397929,59.91301053,7,2022,5,14,3,10,197
2022-05-14 3:15:00,10.73397929,59.91301053,7,2022,5,14,3,15,179
2022-05-14 3:20:00,10.73397929,59.91301053,7,2022,5,14,3,20,168
2022-05-14 3:25:00,10.73397929,59.91301053,7,2022,5,14,3,25,139
2022-05-14 3:30:00,10.73397929,59.91301053,7,2022,5,14,3,30,115
2022-05-14 3:35:00,10.73397929,59.91301053,7,2022,5,14,3,35,109
2022-05-14 3:40:00,10.73397929,59.91301053,7,2022,5,14,3,40,96
2022-05-14 3:45:00,10.73397929,59.91301053,7,2022,5,14,3,45,90
2022-05-14 3:50:00,10.73397929,59.91301053,7,2022,5,14,3,50,86
2022-05-14 3:55:00,10.73397929,59.91301053,7,2022,5,14,3,55,70
2022-05-14 4:00:00,10.73397929,59.91301053,7,2022,5,14,4,0,56
2022-05-14 4:05:00,10.73397929,59.91301053,7,2022,5,14,4,5,56
2022-05-14 4:10:00,10.73397929,59.91301053,7,2022,5,14,4,10,54
2022-05-14 4:15:00,10.73397929,59.91301053,7,2022,5,14,4,15,56
2022-05-14 4:20:00,10.73397929,59.91301053,7,2022,5,14,4,20,54
2022-05-14 4:25:00,10.73397929,59.91301053,7,2022,5,14,4,25,56
2022-05-14 4:30:00,10.73397929,59.91301053,7,2022,5,14,4,30,56
2022-05-14 4:35:00,10.73397929,59.91301053,7,2022,5,14,4,35,50
2022-05-14 4:40:00,10.73397929,59.91301053,7,2022,5,14,4,40,46
2022-05-14 4:45:00,10.73397929,59.91301053,7,2022,5,14,4,45,48
2022-05-14 4:50:00,10.73397929,59.91301053,7,2022,5,14,4,50,48
2022-05-14 4:55:00,10.73397929,59.91301053,7,2022,5,14,4,55,43
2022-05-14 5:00:00,10.73397929,59.91301053,7,2022,5,14,5,0,42
2022-05-14 5:05:00,10.73397929,59.91301053,7,2022,5,14,5,5,45
2022-05-14 5:10:00,10.73397929,59.91301053,7,2022,5,14,5,10,48
2022-05-14 5:15:00,10.73397929,59.91301053,7,2022,5,14,5,15,48
2022-05-14 5:20:00,10.73397929,59.91301053,7,2022,5,14,5,20,57
2022-05-14 5:25:00,10.73397929,59.91301053,7,2022,5,14,5,25,57
2022-05-14 5:30:00,10.73397929,59.91301053,7,2022,5,14,5,30,54
2022-05-14 5:35:00,10.73397929,59.91301053,7,2022,5,14,5,35,48
2022-05-14 5:40:00,10.73397929,59.91301053,7,2022,5,14,5,40,48
2022-05-14 5:45:00,10.73397929,59.91301053,7,2022,5,14,5,45,48
2022-05-14 5:50:00,10.73397929,59.91301053,7,2022,5,14,5,50,54
2022-05-14 5:55:00,10.73397929,59.91301053,7,2022,5,14,5,55,54
2022-05-14 6:00:00,10.73397929,59.91301053,7,2022,5,14,6,0,51
2022-05-14 6:05:00,10.73397929,59.91301053,7,2022,5,14,6,5,53
2022-05-14 6:10:00,10.73397929,59.91301053,7,2022,5,14,6,10,56
2022-05-14 6:15:00,10.73397929,59.91301053,7,2022,5,14,6,15,59
2022-05-14 6:20:00,10.73397929,59.91301053,7,2022,5,14,6,20,62
2022-05-14 6:25:00,10.73397929,59.91301053,7,2022,5,14,6,25,74
2022-05-14 6:30:00,10.73397929,59.91301053,7,2022,5,14,6,30,81
2022-05-14 6:35:00,10.73397929,59.91301053,7,2022,5,14,6,35,81
2022-05-14 6:40:00,10.73397929,59.91301053,7,2022,5,14,6,40,78
2022-05-14 6:45:00,10.73397929,59.91301053,7,2022,5,14,6,45,76
2022-05-14 6:50:00,10.73397929,59.91301053,7,2022,5,14,6,50,79
2022-05-14 6:55:00,10.73397929,59.91301053,7,2022,5,14,6,55,79
2022-05-14 7:00:00,10.73397929,59.91301053,7,2022,5,14,7,0,86
2022-05-14 7:05:00,10.73397929,59.91301053,7,2022,5,14,7,5,89
2022-05-14 7:10:00,10.73397929,59.91301053,7,2022,5,14,7,10,89
2022-05-14 7:15:00,10.73397929,59.91301053,7,2022,5,14,7,15,92
2022-05-14 7:20:00,10.73397929,59.91301053,7,2022,5,14,7,20,89
2022-05-14 7:25:00,10.73397929,59.91301053,7,2022,5,14,7,25,86
2022-05-14 7:30:00,10.73397929,59.91301053,7,2022,5,14,7,30,91
2022-05-14 7:35:00,10.73397929,59.91301053,7,2022,5,14,7,35,89
2022-05-14 7:40:00,10.73397929,59.91301053,7,2022,5,14,7,40,87
2022-05-14 7:45:00,10.73397929,59.91301053,7,2022,5,14,7,45,93
2022-05-14 7:50:00,10.73397929,59.91301053,7,2022,5,14,7,50,106
2022-05-14 7:55:00,10.73397929,59.91301053,7,2022,5,14,7,55,108
2022-05-14 8:00:00,10.73397929,59.91301053,7,2022,5,14,8,0,106
2022-05-14 8:05:00,10.73397929,59.91301053,7,2022,5,14,8,5,95
2022-05-14 8:10:00,10.73397929,59.91301053,7,2022,5,14,8,10,101
2022-05-14 8:15:00,10.73397929,59.91301053,7,2022,5,14,8,15,108
2022-05-14 8:20:00,10.73397929,59.91301053,7,2022,5,14,8,20,128
2022-05-14 8:25:00,10.73397929,59.91301053,7,2022,5,14,8,25,140
2022-05-14 8:30:00,10.73397929,59.91301053,7,2022,5,14,8,30,131
2022-05-14 8:35:00,10.73397929,59.91301053,7,2022,5,14,8,35,129
2022-05-14 8:40:00,10.73397929,59.91301053,7,2022,5,14,8,40,143
2022-05-14 8:45:00,10.73397929,59.91301053,7,2022,5,14,8,45,155
2022-05-14 8:50:00,10.73397929,59.91301053,7,2022,5,14,8,50,163
2022-05-14 8:55:00,10.73397929,59.91301053,7,2022,5,14,8,55,176
2022-05-14 9:00:00,10.73397929,59.91301053,7,2022,5,14,9,0,189
2022-05-14 9:05:00,10.73397929,59.91301053,7,2022,5,14,9,5,250
2022-05-14 9:10:00,10.73397929,59.91301053,7,2022,5,14,9,10,306
2022-05-14 9:15:00,10.73397929,59.91301053,7,2022,5,14,9,15,378
2022-05-14 9:20:00,10.73397929,59.91301053,7,2022,5,14,9,20,464
2022-05-14 9:25:00,10.73397929,59.91301053,7,2022,5,14,9,25,547
2022-05-14 9:30:00,10.73397929,59.91301053,7,2022,5,14,9,30,607
2022-05-14 9:35:00,10.73397929,59.91301053,7,2022,5,14,9,35,656
2022-05-14 9:40:00,10.73397929,59.91301053,7,2022,5,14,9,40,741
2022-05-14 9:45:00,10.73397929,59.91301053,7,2022,5,14,9,45,803
2022-05-14 9:50:00,10.73397929,59.91301053,7,2022,5,14,9,50,849
2022-05-14 9:55:00,10.73397929,59.91301053,7,2022,5,14,9,55,860
2022-05-14 10:00:00,10.73397929,59.91301053,7,2022,5,14,10,0,868
2022-05-14 10:05:00,10.73397929,59.91301053,7,2022,5,14,10,5,897
2022-05-14 10:10:00,10.73397929,59.91301053,7,2022,5,14,10,10,925
2022-05-14 10:15:00,10.73397929,59.91301053,7,2022,5,14,10,15,956
2022-05-14 10:20:00,10.73397929,59.91301053,7,2022,5,14,10,20,1030
2022-05-14 10:25:00,10.73397929,59.91301053,7,2022,5,14,10,25,1104
2022-05-14 10:30:00,10.73397929,59.91301053,7,2022,5,14,10,30,1132
2022-05-14 10:35:00,10.73397929,59.91301053,7,2022,5,14,10,35,1158
2022-05-14 10:40:00,10.73397929,59.91301053,7,2022,5,14,10,40,1221
2022-05-14 10:45:00,10.73397929,59.91301053,7,2022,5,14,10,45,1261
2022-05-14 10:50:00,10.73397929,59.91301053,7,2022,5,14,10,50,1322
2022-05-14 10:55:00,10.73397929,59.91301053,7,2022,5,14,10,55,1368
2022-05-14 11:00:00,10.73397929,59.91301053,7,2022,5,14,11,0,1459
2022-05-14 11:05:00,10.73397929,59.91301053,7,2022,5,14,11,5,1583
2022-05-14 11:10:00,10.73397929,59.91301053,7,2022,5,14,11,10,1648
2022-05-14 11:15:00,10.73397929,59.91301053,7,2022,5,14,11,15,1715
2022-05-14 11:20:00,10.73397929,59.91301053,7,2022,5,14,11,20,1747
2022-05-14 11:25:00,10.73397929,59.91301053,7,2022,5,14,11,25,1749
2022-05-14 11:30:00,10.73397929,59.91301053,7,2022,5,14,11,30,1789
2022-05-14 11:35:00,10.73397929,59.91301053,7,2022,5,14,11,35,1863
2022-05-14 11:40:00,10.73397929,59.91301053,7,2022,5,14,11,40,1927
2022-05-14 11:45:00,10.73397929,59.91301053,7,2022,5,14,11,45,1979
2022-05-14 11:50:00,10.73397929,59.91301053,7,2022,5,14,11,50,2019
2022-05-14 11:55:00,10.73397929,59.91301053,7,2022,5,14,11,55,2075
2022-05-14 12:00:00,10.73397929,59.91301053,7,2022,5,14,12,0,2101
2022-05-14 12:05:00,10.73397929,59.91301053,7,2022,5,14,12,5,2155
2022-05-14 12:10:00,10.73397929,59.91301053,7,2022,5,14,12,10,2171
2022-05-14 12:15:00,10.73397929,59.91301053,7,2022,5,14,12,15,2200
2022-05-14 12:20:00,10.73397929,59.91301053,7,2022,5,14,12,20,2229
2022-05-14 12:25:00,10.73397929,59.91301053,7,2022,5,14,12,25,2313
2022-05-14 12:30:00,10.73397929,59.91301053,7,2022,5,14,12,30,2368
2022-05-14 12:35:00,10.73397929,59.91301053,7,2022,5,14,12,35,2393
2022-05-14 12:40:00,10.73397929,59.91301053,7,2022,5,14,12,40,2439
2022-05-14 12:45:00,10.73397929,59.91301053,7,2022,5,14,12,45,2462
2022-05-14 12:50:00,10.73397929,59.91301053,7,2022,5,14,12,50,2613
2022-05-14 12:55:00,10.73397929,59.91301053,7,2022,5,14,12,55,2746
2022-05-14 13:00:00,10.73397929,59.91301053,7,2022,5,14,13,0,2861
2022-05-14 13:05:00,10.73397929,59.91301053,7,2022,5,14,13,5,2917
2022-05-14 13:10:00,10.73397929,59.91301053,7,2022,5,14,13,10,2999
2022-05-14 13:15:00,10.73397929,59.91301053,7,2022,5,14,13,15,3155
2022-05-14 13:20:00,10.73397929,59.91301053,7,2022,5,14,13,20,3246
2022-05-14 13:25:00,10.73397929,59.91301053,7,2022,5,14,13,25,3269
2022-05-14 13:30:00,10.73397929,59.91301053,7,2022,5,14,13,30,3249
2022-05-14 13:35:00,10.73397929,59.91301053,7,2022,5,14,13,35,3258
2022-05-14 13:40:00,10.73397929,59.91301053,7,2022,5,14,13,40,3241
2022-05-14 13:45:00,10.73397929,59.91301053,7,2022,5,14,13,45,3262
2022-05-14 13:50:00,10.73397929,59.91301053,7,2022,5,14,13,50,3370
2022-05-14 13:55:00,10.73397929,59.91301053,7,2022,5,14,13,55,3473
2022-05-14 14:00:00,10.73397929,59.91301053,7,2022,5,14,14,0,3529
2022-05-14 14:05:00,10.73397929,59.91301053,7,2022,5,14,14,5,3568
2022-05-14 14:10:00,10.73397929,59.91301053,7,2022,5,14,14,10,3623
2022-05-14 14:15:00,10.73397929,59.91301053,7,2022,5,14,14,15,3625
2022-05-14 14:20:00,10.73397929,59.91301053,7,2022,5,14,14,20,3656
2022-05-14 14:25:00,10.73397929,59.91301053,7,2022,5,14,14,25,3685
2022-05-14 14:30:00,10.73397929,59.91301053,7,2022,5,14,14,30,3683
2022-05-14 14:35:00,10.73397929,59.91301053,7,2022,5,14,14,35,3738
2022-05-14 14:40:00,10.73397929,59.91301053,7,2022,5,14,14,40,3762
2022-05-14 14:45:00,10.73397929,59.91301053,7,2022,5,14,14,45,3807
2022-05-14 14:50:00,10.73397929,59.91301053,7,2022,5,14,14,50,3877
2022-05-14 14:55:00,10.73397929,59.91301053,7,2022,5,14,14,55,3928
2022-05-14 15:00:00,10.73397929,59.91301053,7,2022,5,14,15,0,3995
2022-05-14 15:05:00,10.73397929,59.91301053,7,2022,5,14,15,5,4006
2022-05-14 15:10:00,10.73397929,59.91301053,7,2022,5,14,15,10,3995
2022-05-14 15:15:00,10.73397929,59.91301053,7,2022,5,14,15,15,4019
2022-05-14 15:20:00,10.73397929,59.91301053,7,2022,5,14,15,20,3909
2022-05-14 15:25:00,10.73397929,59.91301053,7,2022,5,14,15,25,3977
2022-05-14 15:30:00,10.73397929,59.91301053,7,2022,5,14,15,30,3937
2022-05-14 15:35:00,10.73397929,59.91301053,7,2022,5,14,15,35,3886
2022-05-14 15:40:00,10.73397929,59.91301053,7,2022,5,14,15,40,3859
2022-05-14 15:45:00,10.73397929,59.91301053,7,2022,5,14,15,45,3766
2022-05-14 15:50:00,10.73397929,59.91301053,7,2022,5,14,15,50,3739
2022-05-14 15:55:00,10.73397929,59.91301053,7,2022,5,14,15,55,3725
2022-05-14 16:00:00,10.73397929,59.91301053,7,2022,5,14,16,0,3820
2022-05-14 16:05:00,10.73397929,59.91301053,7,2022,5,14,16,5,3799
2022-05-14 16:10:00,10.73397929,59.91301053,7,2022,5,14,16,10,3835
2022-05-14 16:15:00,10.73397929,59.91301053,7,2022,5,14,16,15,3754
2022-05-14 16:20:00,10.73397929,59.91301053,7,2022,5,14,16,20,3739
2022-05-14 16:25:00,10.73397929,59.91301053,7,2022,5,14,16,25,3782
2022-05-14 16:30:00,10.73397929,59.91301053,7,2022,5,14,16,30,3780
2022-05-14 16:35:00,10.73397929,59.91301053,7,2022,5,14,16,35,3755
2022-05-14 16:40:00,10.73397929,59.91301053,7,2022,5,14,16,40,3845
2022-05-14 16:45:00,10.73397929,59.91301053,7,2022,5,14,16,45,3902
2022-05-14 16:50:00,10.73397929,59.91301053,7,2022,5,14,16,50,3965
2022-05-14 16:55:00,10.73397929,59.91301053,7,2022,5,14,16,55,4002
2022-05-14 17:00:00,10.73397929,59.91301053,7,2022,5,14,17,0,3958
2022-05-14 17:05:00,10.73397929,59.91301053,7,2022,5,14,17,5,3937
2022-05-14 17:10:00,10.73397929,59.91301053,7,2022,5,14,17,10,3983
2022-05-14 17:15:00,10.73397929,59.91301053,7,2022,5,14,17,15,3987
2022-05-14 17:20:00,10.73397929,59.91301053,7,2022,5,14,17,20,3934
2022-05-14 17:25:00,10.73397929,59.91301053,7,2022,5,14,17,25,3937
2022-05-14 17:30:00,10.73397929,59.91301053,7,2022,5,14,17,30,3998
2022-05-14 17:35:00,10.73397929,59.91301053,7,2022,5,14,17,35,4003
2022-05-14 17:40:00,10.73397929,59.91301053,7,2022,5,14,17,40,4087
2022-05-14 17:45:00,10.73397929,59.91301053,7,2022,5,14,17,45,4131
2022-05-14 17:50:00,10.73397929,59.91301053,7,2022,5,14,17,50,4244
2022-05-14 17:55:00,10.73397929,59.91301053,7,2022,5,14,17,55,4294
2022-05-14 18:00:00,10.73397929,59.91301053,7,2022,5,14,18,0,4376
2022-05-14 18:05:00,10.73397929,59.91301053,7,2022,5,14,18,5,4480
2022-05-14 18:10:00,10.73397929,59.91301053,7,2022,5,14,18,10,4543
2022-05-14 18:15:00,10.73397929,59.91301053,7,2022,5,14,18,15,4566
2022-05-14 18:20:00,10.73397929,59.91301053,7,2022,5,14,18,20,4622
2022-05-14 18:25:00,10.73397929,59.91301053,7,2022,5,14,18,25,4693
2022-05-14 18:30:00,10.73397929,59.91301053,7,2022,5,14,18,30,4772
2022-05-14 18:35:00,10.73397929,59.91301053,7,2022,5,14,18,35,4858
2022-05-14 18:40:00,10.73397929,59.91301053,7,2022,5,14,18,40,4915
2022-05-14 18:45:00,10.73397929,59.91301053,7,2022,5,14,18,45,4955
2022-05-14 18:50:00,10.73397929,59.91301053,7,2022,5,14,18,50,4970
2022-05-14 18:55:00,10.73397929,59.91301053,7,2022,5,14,18,55,5044
2022-05-14 19:00:00,10.73397929,59.91301053,7,2022,5,14,19,0,5067
2022-05-14 19:05:00,10.73397929,59.91301053,7,2022,5,14,19,5,5080
2022-05-14 19:10:00,10.73397929,59.91301053,7,2022,5,14,19,10,5074
2022-05-14 19:15:00,10.73397929,59.91301053,7,2022,5,14,19,15,5013
2022-05-14 19:20:00,10.73397929,59.91301053,7,2022,5,14,19,20,5012
2022-05-14 19:25:00,10.73397929,59.91301053,7,2022,5,14,19,25,5041
2022-05-14 19:30:00,10.73397929,59.91301053,7,2022,5,14,19,30,5056
2022-05-14 19:35:00,10.73397929,59.91301053,7,2022,5,14,19,35,4992
2022-05-14 19:40:00,10.73397929,59.91301053,7,2022,5,14,19,40,4945
2022-05-14 19:45:00,10.73397929,59.91301053,7,2022,5,14,19,45,4943
2022-05-14 19:50:00,10.73397929,59.91301053,7,2022,5,14,19,50,4886
2022-05-14 19:55:00,10.73397929,59.91301053,7,2022,5,14,19,55,4903
2022-05-14 20:00:00,10.73397929,59.91301053,7,2022,5,14,20,0,4918
2022-05-14 20:05:00,10.73397929,59.91301053,7,2022,5,14,20,5,4855
2022-05-14 20:10:00,10.73397929,59.91301053,7,2022,5,14,20,10,4791
2022-05-14 20:15:00,10.73397929,59.91301053,7,2022,5,14,20,15,4750
2022-05-14 20:20:00,10.73397929,59.91301053,7,2022,5,14,20,20,4660
2022-05-14 20:25:00,10.73397929,59.91301053,7,2022,5,14,20,25,4655
2022-05-14 20:30:00,10.73397929,59.91301053,7,2022,5,14,20,30,4637
2022-05-14 20:35:00,10.73397929,59.91301053,7,2022,5,14,20,35,4638
2022-05-14 20:40:00,10.73397929,59.91301053,7,2022,5,14,20,40,4570
2022-05-14 20:45:00,10.73397929,59.91301053,7,2022,5,14,20,45,4395
2022-05-14 20:50:00,10.73397929,59.91301053,7,2022,5,14,20,50,4229
2022-05-14 20:55:00,10.73397929,59.91301053,7,2022,5,14,20,55,4087
2022-05-14 21:00:00,10.73397929,59.91301053,7,2022,5,14,21,0,4038
2022-05-14 21:05:00,10.73397929,59.91301053,7,2022,5,14,21,5,4018
2022-05-14 21:10:00,10.73397929,59.91301053,7,2022,5,14,21,10,4004
2022-05-14 21:15:00,10.73397929,59.91301053,7,2022,5,14,21,15,3941
2022-05-14 21:20:00,10.73397929,59.91301053,7,2022,5,14,21,20,3986
2022-05-14 21:25:00,10.73397929,59.91301053,7,2022,5,14,21,25,3973
2022-05-14 21:30:00,10.73397929,59.91301053,7,2022,5,14,21,30,3944
2022-05-14 21:35:00,10.73397929,59.91301053,7,2022,5,14,21,35,3952
2022-05-14 21:40:00,10.73397929,59.91301053,7,2022,5,14,21,40,3982
2022-05-14 21:45:00,10.73397929,59.91301053,7,2022,5,14,21,45,4000
2022-05-14 21:50:00,10.73397929,59.91301053,7,2022,5,14,21,50,3998
